City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
644,Asmara,ER,15.3333,38.9333,54.91,74,80,3.87,broken clouds,2022-03-13 22:48:14
645,Fort-Shevchenko,KZ,44.5086,50.263,32.79,70,100,10.22,overcast clouds,2022-03-13 22:49:38
646,Pangody,RU,65.85,74.4859,-7.47,100,91,6.17,overcast clouds,2022-03-13 22:49:38
647,Huilong,CN,31.8111,121.655,56.93,98,98,4.85,overcast clouds,2022-03-13 22:49:38
648,Rafai,CF,4.95,23.9167,69.67,86,67,0.81,broken clouds,2022-03-13 22:49:38
649,Beni,CD,0.5,29.4667,61.47,99,81,2.35,broken clouds,2022-03-13 22:49:39
650,Nyurba,RU,63.2842,118.3319,-8.41,98,100,2.48,overcast clouds,2022-03-13 22:49:39
651,Susehri,TR,40.1644,38.0867,19.45,89,100,4.76,overcast clouds,2022-03-13 22:49:39
652,Esmeraldas,BR,-19.7625,-44.3139,81.64,90,99,1.86,overcast clouds,2022-03-13 22:45:04
653,North Shore,NZ,-36.8,174.75,75.0,59,11,3.47,few clouds,2022-03-13 22:49:40
654,Batemans Bay,AU,-35.7167,150.1833,66.09,68,3,0.51,light rain,2022-03-13 22:49:40
655,Kloulklubed,PW,7.0419,134.2556,77.5,76,98,13.35,overcast clouds,2022-03-13 22:49:40
656,Sao Marcos,BR,-28.9711,-51.0681,64.35,99,100,2.33,overcast clouds,2022-03-13 22:49:41
657,Ust-Nera,RU,64.5667,143.2,0.93,96,100,3.09,overcast clouds,2022-03-13 22:49:41
658,Menongue,AO,-14.6585,17.691,64.17,97,100,7.31,light rain,2022-03-13 22:49:41
659,Elban,RU,50.1018,136.5094,16.72,86,47,0.85,scattered clouds,2022-03-13 22:49:41
660,Coihaique,CL,-45.5752,-72.0662,56.01,62,40,3.44,scattered clouds,2022-03-13 22:49:42
661,Srandakan,ID,-7.9386,110.2506,77.4,86,98,3.62,overcast clouds,2022-03-13 22:49:42
662,Elk City,US,35.412,-99.4043,68.22,8,0,25.32,clear sky,2022-03-13 22:49:42
663,Mercedes,AR,-34.6515,-59.4307,69.85,46,0,3.74,clear sky,2022-03-13 22:49:43
664,Huangnihe,CN,43.5583,128.0239,27.64,91,100,5.01,overcast clouds,2022-03-13 22:49:43
665,Dibulla,CO,11.2725,-73.3091,78.91,82,99,7.72,overcast clouds,2022-03-13 22:49:43
666,Goderich,CA,43.7501,-81.7165,29.91,74,100,13.8,overcast clouds,2022-03-13 22:49:44
667,Karagaylinskiy,RU,54.172,86.5521,-10.53,99,85,3.51,overcast clouds,2022-03-13 22:49:44
668,Honiara,SB,-9.4333,159.95,85.14,67,67,3.04,broken clouds,2022-03-13 22:49:44
669,Lagoa,PT,39.05,-27.9833,55.18,59,87,12.68,overcast clouds,2022-03-13 22:49:44
670,Aberdeen,GB,57.1437,-2.0981,45.09,94,75,16.11,broken clouds,2022-03-13 22:49:45
671,Nalut,LY,30.3333,10.85,58.24,23,46,9.1,scattered clouds,2022-03-13 22:49:45
672,Pundaguitan,PH,6.3711,126.1689,82.51,74,83,3.98,broken clouds,2022-03-13 22:49:45
673,Omboue,GA,-1.5746,9.2618,78.91,86,100,5.37,light rain,2022-03-13 22:49:45
674,Qaqortoq,GL,60.7167,-46.0333,30.9,62,100,23.76,overcast clouds,2022-03-13 22:49:46
675,Prince Rupert,CA,54.3161,-130.3201,46.49,66,100,20.71,light rain,2022-03-13 22:45:49
676,Dancheng,CN,33.6333,115.1833,54.32,90,21,9.04,few clouds,2022-03-13 22:49:46
677,Catuday,PH,16.2923,119.8062,77.92,78,68,5.88,broken clouds,2022-03-13 22:49:46
678,Verkhniye Tatyshly,RU,56.2912,55.8575,8.22,96,98,6.17,overcast clouds,2022-03-13 22:49:47
679,Gigmoto,PH,13.7796,124.39,79.05,87,96,4.32,overcast clouds,2022-03-13 22:49:47
680,Nijar,ES,36.9665,-2.206,55.65,88,75,4.61,broken clouds,2022-03-13 22:49:47
681,Katobu,ID,-4.9408,122.5276,76.64,92,41,0.76,scattered clouds,2022-03-13 22:49:47
682,Jacareacanga,BR,-6.2222,-57.7528,78.57,86,94,0.27,moderate rain,2022-03-13 22:49:48
683,Kangaba,ML,11.9333,-8.4167,84.96,14,74,4.29,broken clouds,2022-03-13 22:49:48
684,Beyneu,KZ,45.3167,55.2,28.9,80,39,9.4,scattered clouds,2022-03-13 22:49:48
685,Soc Trang,VN,9.6033,105.98,78.33,88,65,10.63,broken clouds,2022-03-13 22:49:48
686,Zhangjiakou,CN,40.81,114.8794,39.51,47,0,13.02,light rain,2022-03-13 22:49:49
687,Hibbing,US,47.4272,-92.9377,29.8,31,0,11.5,clear sky,2022-03-13 22:49:49
688,Komsomolskiy,UZ,40.4272,71.7189,50.72,93,100,2.3,moderate rain,2022-03-13 22:49:49
689,La Asuncion,VE,11.0333,-63.8628,76.71,81,92,14.07,overcast clouds,2022-03-13 22:49:50
690,Sosua,DO,19.7667,-70.5167,84.18,83,20,11.5,few clouds,2022-03-13 22:49:50
691,Nha Trang,VN,12.25,109.1833,77.0,92,63,5.3,broken clouds,2022-03-13 22:47:05
692,Ereymentau,KZ,51.6199,73.1033,10.44,94,100,8.41,overcast clouds,2022-03-13 22:49:50
693,Kijang,KR,35.2442,129.2139,51.53,82,100,12.35,overcast clouds,2022-03-13 22:49:50
